"nom_estab"	"nom_vial"	"per_ocu"	"lat"	"lon"
"CONSULTORIO MÉDICO SIN NOMBRE"	"ADOLFO SUGASTI SARMIENTO"	"0 a 5 personas"	"19.164924"	"-96.145589"
"MÉDICO ARACELI CARVAJAL"	"HERIBERTO JARA CORONA"	"0 a 5 personas"	"19.140552"	"-96.118289"
"UMF 68"	"MONTESINOS"	"101 a 250 perso"	"19.200133"	"-96.145638"
"CONSULTORIO MÉDICO"	"FRANCISCO TÉLLEZ BAUTISTA"	"0 a 5 personas"	"18.146391"	"-94.455952"
"CONSULTORIO MÉDICO SIN NOMBRE"	"IGNACIO ALDAMA"	"0 a 5 personas"	"19.561839"	"-97.240827"
"GABINETE DE ULTRASONIDO DE JESUS"	"18 DE MARZO"	"0 a 5 personas"	"18.769399"	"-96.1745"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"PONIENTE 1"	"0 a 5 personas"	"19.551139"	"-96.915063"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MARIANO MATAMOROS"	"0 a 5 personas"	"19.762894"	"-97.244079"
"CONSULTORIO MÉDICO SIN NOMBRE"	"ROJAS"	"0 a 5 personas"	"19.927246"	"-96.856115"
"SALUD PARA TODOS SUC 1013 SAN ANDRES"	"CONSTITUCIÓN NORTE"	"0 a 5 personas"	"18.44915"	"-95.211955"
"CONSULTORIO MÉDICO"	"REVOLUCIÓN"	"0 a 5 personas"	"17.91014"	"-94.089499"
"HOSPITAL GENERAL JOSE CARDEL"	"ALBINO BÁEZ"	"101 a 250 perso"	"19.36725"	"-96.3713"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"INDEPENDENCIA"	"0 a 5 personas"	"20.951373"	"-97.403537"
"CONSULTORIO FARMACIA SIMILARES"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"18.239518"	"-96.135927"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"GENERAL IGNACIO DE LA LLAVE SUR"	"0 a 5 personas"	"19.04646"	"-96.422091"
"CONSULTORIO MÉDICO"	"BERNAL DÍAZ DEL CASTILLO"	"0 a 5 personas"	"19.169723"	"-96.124034"
"MEDICINA GENERAL"	"LÁZARO CÁRDENAS"	"0 a 5 personas"	"18.151655"	"-94.438672"
"UNIDAD DE MEDICINA FAMILIAR"	"CONSTITUCIÓN"	"11 a 30 persona"	"19.409285"	"-96.917014"
"CONSULTORIOS MEDICOS SIMILARES"	"B JUÁREZ"	"0 a 5 personas"	"18.724965"	"-95.987642"
"CONSULTORIO MÉDICO"	"CUAUHTÉMOC"	"0 a 5 personas"	"20.25775"	"-97.399778"
"CONSULTORIO MÉDICO SIMILARES"	"MIGUEL HIDALGO"	"0 a 5 personas"	"17.989891"	"-95.403038"
"CONSULTORIO MÉDICO SIN NOMBRE"	"LAS PALMAS"	"0 a 5 personas"	"18.137892"	"-94.472468"
"CONSULTORIO MÉDICO GENERAL SIN NOMBRE"	"ENRIQUE C RÉBSAMEN"	"0 a 5 personas"	"20.911971"	"-97.67814"
"SMILE DENTAL CENTER"	"VIVERO"	"0 a 5 personas"	"19.157369"	"-96.114479"
"CONSULTORIO MÉDICO"	"ITURBIDE"	"0 a 5 personas"	"17.996211"	"-94.638798"
"CONSULTORIO MÉDICO SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"17.951504"	"-94.912501"
"CONSULTORIO MÉDICO SIN NOMBRE"	"4"	"0 a 5 personas"	"18.817227"	"-96.722435"
"CONSULTORIO MÉDICO FAMILIAR SIMILAR. FUNDASION BEST"	"MELCHOR OCAMPO"	"0 a 5 personas"	"18.3652"	"-95.794734"
"CONSULTORIO MÉDICO GENERAL"	"AYUNTAMIENTO"	"0 a 5 personas"	"18.465544"	"-95.301203"
"HOSPITAL NAVAL"	"GENERAL A FIGUEROA"	"0 a 5 personas"	"19.200386"	"-96.131564"
"UNIDAD MEDICA DE CAMPO CLÍNICA TLAPACOYAN"	"19 DE MARZO"	"0 a 5 personas"	"18.456719"	"-95.399216"
"CONSULTORIO ESTÉTICA Y LONGEBIDAD MÉDICA"	"CARLOS A. CARRILLO"	"0 a 5 personas"	"19.542492"	"-96.9226"
"CONSULTORIO MEDICOS"	"B JUÁREZ"	"0 a 5 personas"	"18.724962"	"-95.987562"
"CONSULTORIO MÉDICO SIN NOMBRE"	"DOCTOR MIGUEL DORANTES"	"0 a 5 personas"	"19.654636"	"-96.874519"
"CONSULTORIO MÉDICO SIN NOMBRE"	"PORVENIR"	"0 a 5 personas"	"17.947261"	"-94.917061"
"CONSULTORIO MÉDICO"	"IGNACIO ZARAGOZA"	"0 a 5 personas"	"18.144969"	"-94.427705"
"CONSULTORIO MÉDICO"	"XALAPA"	"0 a 5 personas"	"19.177106"	"-96.146288"
"CONSULTORIO MÉDICO DE MEDICINA FISICA"	"NINGUNO"	"0 a 5 personas"	"18.138891"	"-94.489436"
"CONSULTORIO MÉDICO GENERAL"	"BENITO JUÁREZ"	"0 a 5 personas"	"19.529059"	"-96.921813"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MAESTROS VERACRUZANOS"	"0 a 5 personas"	"19.53288"	"-96.908138"
"CONSULTORIO MÉDICO"	"HÉROES DE PUEBLA"	"0 a 5 personas"	"19.179814"	"-96.127928"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MADERO"	"0 a 5 personas"	"18.972513"	"-96.722736"
"CONSULTORIO MEDICINA GENERAL"	"23"	"0 a 5 personas"	"19.130454"	"-96.126856"
"CONSULTORIO MÉDICO"	"JUAN SOTO"	"0 a 5 personas"	"18.766219"	"-95.759664"
"CONSULTORIO MÉDICO"	"MIGUEL HIDALGO"	"0 a 5 personas"	"17.991375"	"-95.402745"
"CONSULTORIO MÉDICO SIN NOMBRE"	"7"	"0 a 5 personas"	"19.184478"	"-96.151044"
"DR. LUNA CONSULTORIO"	"LERDO"	"0 a 5 personas"	"18.148768"	"-94.420905"
"CONSULTORIO MÉDICO SIN NOMBRE"	"INDEPENDENCIA"	"0 a 5 personas"	"20.920775"	"-97.678957"
"CONSULTORIO MÉDICO NEFROLOGO"	"NINGUNO"	"0 a 5 personas"	"19.152403"	"-96.135045"
"CONSULTORIO MÉDICO SIN NOMBRE"	"ENRIQUE C. RÉBSAMEN"	"0 a 5 personas"	"19.516004"	"-96.911693"
"HOSPITAL GENERAL COSOLEACAQUE"	"FERNANDO LÓPEZ ARIAS"	"101 a 250 perso"	"17.99268"	"-94.641828"
"CONSULTORIO MÉDICO SIN NOMBRE"	"POETA JESÚS DÍAZ"	"0 a 5 personas"	"19.532767"	"-96.922325"
"CONSULTORIO MÉDICO SIN NOMBRE"	"UNIVERSIDAD"	"0 a 5 personas"	"18.139024"	"-94.462194"
"CONSULTORIO MÉDICO"	"3 DE DICIEMBRE"	"0 a 5 personas"	"18.770151"	"-96.1703"
"CONSULTORIO NAHOMI"	"VICENTE GUERRERO"	"0 a 5 personas"	"18.230099"	"-94.872291"
"UNIDAD MEDICA CAZONES"	"REFORMA"	"6 a 10 personas"	"20.706559"	"-97.31041"
"HOSPITAL CIVIL DE PEROTE"	"JOSÉ MARÍA MORELOS"	"101 a 250 perso"	"19.560122"	"-97.244797"
"FARMACIA POPULAR"	"BENITO JUÁREZ"	"0 a 5 personas"	"20.140083"	"-97.576355"
"MÉDICO PARTICULAR SIN NOMBRE"	"2 DE ABRIL"	"0 a 5 personas"	"18.464656"	"-95.303047"
"UNIDAD DE MEDICINA FAMILIAR NÚMERO 17"	"JUÁREZ"	"101 a 250 perso"	"19.450624"	"-96.956017"
"CONSULTORIO MÉDICO SIN NOMBRE"	"IGNACIO ALLENDE"	"0 a 5 personas"	"19.194299"	"-96.142282"
"MEDICA CRISTAL"	"SALVADOR DÍAZ MIRÓN"	"11 a 30 persona"	"19.184801"	"-96.135"
"CONSULTORIO MÉDICO SIN NOMBRE"	"DIEGO DE ORDAZ"	"0 a 5 personas"	"19.163819"	"-96.1279"
"CONSULTORIO MÉDICO MATERNO INFANTIL"	"CONSTITUCIÓN"	"0 a 5 personas"	"20.528893"	"-97.464001"
"CONSULTORIO MÉDICO"	"2 DE ABRIL"	"0 a 5 personas"	"20.487162"	"-97.466976"
"CONSULTORIO MÉDICO SIN NOMBRE"	"IGNACIO DE LLAVE"	"0 a 5 personas"	"17.966783"	"-94.721104"
"CONSULTORIO MÉDICO GENERAL"	"IGNACIO ALDAMA"	"0 a 5 personas"	"19.530325"	"-96.918808"
"UNIDAD MEDICA URBANA LA ANTIGUA"	"HERIBERTO MONTOYA"	"0 a 5 personas"	"19.362221"	"-96.366774"
"CONSULTORIO MÉDICO GENERAL"	"JOSÉ M FIGUEROA"	"0 a 5 personas"	"19.174168"	"-96.141635"
"CONSULTORIO MÉDICO KASSANDRA"	"PINO SUÁREZ"	"0 a 5 personas"	"18.000567"	"-94.66312"
"DR. ROGELIO PEREZ CASANOVA"	"CALZADA JUAN PABLO II"	"0 a 5 personas"	"19.160008"	"-96.106104"
"DISPENSARIO SUBDELEGACION CRUZ AMBAR 2700 PRIMEROS AUXILIOS.VICTORIA"	"MAGISTERIO"	"6 a 10 personas"	"18.63517"	"-95.504011"
"INSTITUTO DE SEGURIDAD SOCIAL DE LOS TRABAJADORES DEL ESTADO ( ISSSTE )"	"MELCHOR OCAMPO"	"11 a 30 persona"	"18.441135"	"-96.352709"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL CLÍNICA 60"	"LILAS"	"51 a 100 person"	"18.134092"	"-94.466809"
"SERVICIO MÉDICO INTEGRAL"	"EDUARDO TURRENT ROSAS"	"0 a 5 personas"	"18.430342"	"-95.177554"
"CONSULTORIO MÉDICO SIN NOMBRE"	"RAYMUNDO MARTÍNEZ"	"0 a 5 personas"	"20.897338"	"-97.680321"
"DOCTOR FREDY ORTIZ"	"ADOLFO RUÍZ CORTINES"	"0 a 5 personas"	"20.535559"	"-97.458593"
"CONSULTORIO MÉDICO"	"FÉLIX HERNÁNDEZ"	"0 a 5 personas"	"19.526489"	"-96.934736"
"CONSULTORIO MÉDICO"	"RÍO DELICIAS"	"0 a 5 personas"	"19.21218"	"-96.197619"
"DICE CENTRO DE SALUD DE JOSÉ AZUETA"	"ALLENDE"	"31 a 50 persona"	"18.076206"	"-95.705697"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MANUEL ÁVILA CAMACHO"	"0 a 5 personas"	"19.527525"	"-96.926087"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"OBREGÓN"	"0 a 5 personas"	"18.465175"	"-95.301513"
"FARMACIA Y CONSULTORIO REYNA"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.964606"	"-97.21406"
"CONSULTORIO MÉDICO MEDICINA GENERAL SIN NOMBRE"	"GENARO RODRÍGUEZ"	"0 a 5 personas"	"20.952591"	"-97.40132"
"CONSULTORIO MÉDICO"	"CABO DOS BAHÍAS"	"0 a 5 personas"	"19.204293"	"-96.195012"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MIGUEL HIDALGO"	"0 a 5 personas"	"20.451216"	"-97.084559"
"CONSULTORIO PARIS"	"A SAN ANDRÉS"	"0 a 5 personas"	"20.490041"	"-97.466423"
"MÉDICO CIRUJANO Y PARTERO DOCTOR JORGE A. GARCÍA ENRÍQUEZ"	"INDEPENDENCIA"	"0 a 5 personas"	"18.151079"	"-95.147524"
"CONSULTORIO MÉDICO SIN NOMBRE"	"CRISTO REY"	"0 a 5 personas"	"19.621434"	"-96.734861"
"MODULO DE SERVICIOS DE SALUD FOVISSSTE"	"NINGUNO"	"0 a 5 personas"	"19.550667"	"-96.942404"
"CONSULTORIO MÉDICO SIN NOMBRE"	"LIBERTAD"	"0 a 5 personas"	"18.449816"	"-96.360876"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"MINA"	"0 a 5 personas"	"20.258282"	"-97.398626"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"PRIMERA SANTOS DEGOLLADO"	"0 a 5 personas"	"19.452564"	"-96.961185"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MÁRMOL"	"0 a 5 personas"	"19.539698"	"-96.902828"
"CONSULTORIO MÉDICO DE GINECOLOGÍA"	"CUAUHTÉMOC"	"0 a 5 personas"	"20.948162"	"-97.389626"
"CONSULTORIO MÉDICO SIN NOMBRE"	"VERACRUZ"	"0 a 5 personas"	"19.606985"	"-96.90477"
"MEDICINA ESTÉTICA PATY MONDRAGON"	"DE LAS AMÉRICAS"	"0 a 5 personas"	"19.166091"	"-96.127842"
"CONSULTORIO MÉDICO"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"18.140532"	"-94.141891"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"19.194336"	"-96.129924"
"CONSULTORIO MÉDICO"	"JUAN DE GRIJALVA"	"0 a 5 personas"	"19.172354"	"-96.123925"
"UNIDAD BASICA DE REHABILITACIÓN"	"MIGUEL HIDALGO"	"0 a 5 personas"	"19.504789"	"-96.613862"
"CONSULTORIO MÉDICO"	"VENUSTIANO CARRANZA"	"0 a 5 personas"	"18.41931"	"-95.110735"
"CONSULTORIO MÉDICO SIN NOMBRE"	"18 DE MARZO"	"0 a 5 personas"	"17.991063"	"-94.531752"
"CONSULTORIO MÉDICO LAGUNES"	"PEDRO GARCÍA"	"0 a 5 personas"	"18.448589"	"-96.357132"
"CONSULTORIO MÉDICO SIN NOMBRE"	"PASEO DE LAS ARAUCARIAS"	"0 a 5 personas"	"19.534976"	"-96.889912"
"CRUZ ROJA MEXICANA"	"FRANCISCO I. MADERO"	"6 a 10 personas"	"18.140911"	"-94.141671"
"HOSPITAL GENERAL DE JOSÉ AZUETA"	"NINGUNO"	"101 a 250 perso"	"18.081125"	"-95.714124"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"PROGRESO"	"51 a 100 person"	"18.155402"	"-95.185182"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MORELOS"	"0 a 5 personas"	"18.44887"	"-96.361609"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"PEDRO BELLI"	"0 a 5 personas"	"20.06273"	"-97.051735"
"CONSULTORIO MÉDICO GENERAL SIN NOMBRE"	"PÍPILA"	"0 a 5 personas"	"17.949415"	"-94.913494"
"CONSULTORIO MÉDICO ¨VIVEROS¨"	"NINGUNO"	"0 a 5 personas"	"19.441058"	"-96.397343"
"CONSULTORIO MÉDICO SIN NOMBRE"	"RICARDO FLORES MAGÓN"	"0 a 5 personas"	"19.371994"	"-96.375808"
"CONSULTORIO MÉDICO DENTAL SIN NOMBRE"	"MELCHOR OCAMPO"	"0 a 5 personas"	"17.946904"	"-94.911728"
"SECRETARIA DE SEGURIDAD DE SALUD"	"ACOSTA LAGUNES"	"6 a 10 personas"	"18.240528"	"-94.762782"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"UNIVERSIDAD"	"0 a 5 personas"	"18.132163"	"-94.446403"
"CONSULTORIO MÉDICO SIN NOMBRE"	"REVOLUCIÓN"	"0 a 5 personas"	"19.368991"	"-96.375142"
"SEGURO POPULAR COATZACOALCOS"	"IGNACIO ZARAGOZA"	"51 a 100 person"	"18.14559"	"-94.423916"
"MATERNIDAD ALTOTONGA"	"ALLENDE NORTE"	"0 a 5 personas"	"19.765304"	"-97.243993"
"CONSULTORIO MÉDICO SIN NOMBRE"	"DOCTOR EFRÉN E. MARÍN"	"0 a 5 personas"	"19.762515"	"-97.245626"
"CONSULTORIO MÉDICO"	"CONSTITUCIÓN NORTE"	"0 a 5 personas"	"21.081297"	"-97.731232"
"CONSULTORIO MÉDICOSIN NOMBRE"	"VIRGILIO URIBE"	"0 a 5 personas"	"19.189394"	"-96.131051"
"HOSPITAL PRIVADO SAN LUCAS"	"INDEPENDENCIA"	"0 a 5 personas"	"20.45413"	"-97.085276"
"CONSULTORIO MÉDICO SIN NOMBRE"	"NACIONAL"	"0 a 5 personas"	"18.97222"	"-96.721006"
"MÉDICO GENERAL PASCUAL CAICERO HERNÁNDEZ"	"CONSTITUCIÓN"	"0 a 5 personas"	"19.447392"	"-97.201491"
"CONSULTORIO MÉDICO SIN NOMBRE"	"SOR JUANA INÉS DE LA CRUZ"	"0 a 5 personas"	"19.183791"	"-96.169349"
"MEDICA 8 CONSULTORIO MÉDICO"	"8"	"0 a 5 personas"	"20.540707"	"-97.450566"
"CONSULTORIO SIN NOMBRE"	"MADERO"	"0 a 5 personas"	"18.972077"	"-96.723448"
"CONSULTORIO MEDICINA GENERAL"	"GENERAL MIGUEL NEGRETE"	"0 a 5 personas"	"19.176269"	"-96.128443"
"HOSPITAL DE LA COMUNIDAD DR PEDRO CORONEL PEREZ"	"NINGUNO"	"101 a 250 perso"	"17.902321"	"-94.111836"
"UNIDAD MÉDICA BENAVIDES"	"GENARO RODRÍGUEZ"	"0 a 5 personas"	"20.951557"	"-97.402331"
"DISPENSARIO MÉDICO Y CLÍNICA OFTALMOLÓGICA DEL CLUB DE LEONES"	"15 DE JUNIO"	"0 a 5 personas"	"18.442419"	"-95.211217"
"ULTRASONIDO CON CONSULTA"	"REVOLUCIÓN"	"0 a 5 personas"	"19.538502"	"-96.923443"
"CONSULTORIO MÉDICO SIN NOMBRE"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"19.63932"	"-97.09915"
"CONSULTORIO MÉDICO"	"FRESNO"	"0 a 5 personas"	"19.544632"	"-96.947031"
"CONSULTORIO GENERAL"	"SAUCE"	"0 a 5 personas"	"20.918463"	"-97.679448"
"CONSULTORIO SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"19.962472"	"-97.216001"
"CONSULTORIO MÉDICO"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"18.447607"	"-95.211122"
"CONSULTORIO SIMI FRANQUICIA 1062"	"SÁNCHEZ LOYO"	"0 a 5 personas"	"18.971733"	"-96.723138"
"CONSULTORIO MÉDICO SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"20.59639"	"-97.25694"
"CONSULTORIO GENERAL SIN NOMBRE"	"MIGUEL HIDALGO"	"0 a 5 personas"	"17.983316"	"-94.543762"
"CONSULTORIO MÉDICO SIN NOMBRE"	"IGNACIO DE LA LLAVE"	"0 a 5 personas"	"19.708124"	"-96.869095"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"FRANCISCO JAVIER MINA"	"101 a 250 perso"	"18.456543"	"-96.366625"
"CONSULTORIO MÉDICO"	"CUBA"	"0 a 5 personas"	"20.535863"	"-97.459405"
"DISPENSARIO MÉDICO"	"MORELOS"	"0 a 5 personas"	"18.973254"	"-96.118274"
"HOSPITAL PEMEX"	"IGNACIO DE LA LLAVE"	"101 a 250 perso"	"18.148426"	"-94.411646"
"CONSULTORIO MÉDICO SIN NOMBRE"	"HERMENEGILDO GALEANA"	"0 a 5 personas"	"20.059897"	"-97.059505"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"PÍPILA"	"0 a 5 personas"	"17.949315"	"-94.913507"
"SALUD PARA TODOS SUC 1024 ACAYUCAN"	"IGNACIO ZARAGOZA"	"0 a 5 personas"	"17.947725"	"-94.912954"
"DOCTOR GALVEZ"	"SERDÁN"	"0 a 5 personas"	"19.075314"	"-96.159656"
"HERMANOS VERACRUZANOS  A.C."	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"19.197662"	"-96.132531"
"CONSULTORIO MÉDICO OMEGA"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"19.765715"	"-97.245534"
"MEXFAM"	"ORIZABA"	"6 a 10 personas"	"19.180027"	"-96.12693"
"CONSULTORIO MÉDICO SIN NOMBRE"	"ALONDRAS"	"0 a 5 personas"	"18.135591"	"-94.476404"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"EMILIANO ZAPATA"	"6 a 10 personas"	"18.14694"	"-95.29556"
"IMSS"	"TAMAULIPAS"	"11 a 30 persona"	"18.077517"	"-94.4121"
"CONSULTORIO MÉDICO"	"FRANCISCO RIVERA ÁVILA"	"0 a 5 personas"	"19.178379"	"-96.124232"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"MANUEL ARMENTA"	"0 a 5 personas"	"19.76083"	"-96.67556"
"CONSULTORIO MÉDICO SIN NOMBRE"	"NINGUNO"	"0 a 5 personas"	"19.154988"	"-96.83475"
"CONSULTORIO MÉDICO SIN NOMBRE"	"SOTO LA MARINA"	"0 a 5 personas"	"18.893732"	"-96.793101"
"CONSULTORIO MÉDICO SIN NOMBRE"	"JACINTOS"	"0 a 5 personas"	"18.134192"	"-94.469101"
"CONSULTORIO MEDICINA GENERAL"	"TAMIAHUA"	"0 a 5 personas"	"19.207018"	"-96.170287"
"CONSULTORIO MÉDICO SIN NOMBRE"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"19.799272"	"-97.307507"
"CONSULTORIO MÉDICO SIN NOMBRE"	"IGNACIO DE LA LLAVE"	"0 a 5 personas"	"19.959349"	"-97.212294"
"CONSULTORIO MÉDICO DE PEDIATRÍA"	"CUAUHTÉMOC"	"0 a 5 personas"	"20.948293"	"-97.389892"
"CONSULTORIO MÉDICO"	"JUAN ENRÍQUEZ"	"0 a 5 personas"	"19.207717"	"-96.164587"
"DESPACHO CONSULTORIO"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"18.148444"	"-94.436741"
"CONSULTORIO MÉDICO SIN NOMBRE"	"18 DE MARZO"	"0 a 5 personas"	"20.550446"	"-97.445592"
"CONSULTORIO MÉDICO SIN NOMBRE"	"NINGUNO"	"0 a 5 personas"	"20.443351"	"-97.318994"
"MÉDICO FAMILIAR CONSULTORIO"	"FRANCISCO JAVIER CLAVIJERO"	"0 a 5 personas"	"19.53394"	"-96.924592"
"CONSULTORIO MÉDICO"	"HIDALGO"	"0 a 5 personas"	"19.591433"	"-96.948851"
"MATERNIDAD SANE"	"AQUILES SERDÁN"	"0 a 5 personas"	"20.44769"	"-97.32197"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MARIANO ABASOLO"	"0 a 5 personas"	"19.755547"	"-97.245085"
"CONSULTORIO MÉDICO"	"MORELOS"	"0 a 5 personas"	"18.770857"	"-96.174457"
"MÉDICA CIRUJANA Y HOMEÓPATA SIN NOMBRE"	"MANUEL B. TRENS"	"0 a 5 personas"	"19.512803"	"-96.910647"
"FUNDACIÓN BEST"	"5 DE MAYO"	"0 a 5 personas"	"19.804905"	"-97.308676"
"CONSULTORIO MÉDICO"	"JUAN DE GRIJALVA"	"0 a 5 personas"	"19.172354"	"-96.123925"
"CONSULTORIO MÉDICO FAMILIAR"	"ESTADO DE CHIHUAHUA"	"0 a 5 personas"	"18.138405"	"-94.452081"
"CONSULTORIO MÉDICO"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"19.171932"	"-96.22554"
"CONSULTORIO MÉDICO SIN NOMBRE"	"HÉROES DE TOTOAPAN"	"0 a 5 personas"	"17.997997"	"-94.636351"
"CONSULTORIO MÉDICO"	"VÍCTOR HUGO"	"0 a 5 personas"	"19.185333"	"-96.168497"
"CONSULTORIO MÉDICO SIN NOMBRE"	"FRANCISCO I. MADERO"	"0 a 5 personas"	"18.367461"	"-95.790749"
"CONSULTORIOS MÉDICOS SIN NOMBRE"	"20 DE NOVIEMBRE"	"0 a 5 personas"	"19.189812"	"-96.13343"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL"	"VENUSTIANO CARRANZA"	"11 a 30 persona"	"18.423546"	"-95.116203"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MOCTEZUMA"	"0 a 5 personas"	"20.904582"	"-97.674163"
"CONSULTORIO MÉDICO SIN NOMBRE"	"INDEPENDENCIA"	"0 a 5 personas"	"18.631154"	"-95.519882"
"DEPARTAMENTO DE INMUNIZACIONES"	"ÁLVARO OBREGÓN"	"31 a 50 persona"	"20.951012"	"-97.400601"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"DE LA MARIGALANTE"	"0 a 5 personas"	"19.146633"	"-96.105944"
"CONSULTORIO MÉDICO SIN NOMBRE"	"XICOTÉNCATL"	"0 a 5 personas"	"19.53775"	"-96.928291"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"16 DE SEPTIEMBRE"	"0 a 5 personas"	"19.200776"	"-96.134486"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"8 ORIENTE"	"0 a 5 personas"	"20.527798"	"-97.460678"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"NARCISO MENDOZA"	"0 a 5 personas"	"17.990369"	"-95.40191"
"CONSULTORIO MÉDICO SIN NOMBRE"	"CUAUHTÉMOC"	"0 a 5 personas"	"20.94823"	"-97.389764"
"CONSULTORIO MÉDICO"	"DOCTOR RAFAEL LUCIO"	"0 a 5 personas"	"19.527856"	"-96.922262"
"MEDICINA GENERAL"	"DÍAZ MIRÓN"	"0 a 5 personas"	"18.145258"	"-94.450351"
"FUNDACIÓN MEDICA INTEGRAL FAMILIAR  A.C."	"MANUEL DOBLADO"	"0 a 5 personas"	"19.195145"	"-96.133945"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"ADOLFO RUÍZ CORTINES"	"0 a 5 personas"	"20.530577"	"-97.461678"
"CONSULTORIO MÉDICO"	"CÁNDIDO AGUILAR"	"0 a 5 personas"	"19.13214"	"-96.115316"
"CONSULTORIO MÉDICO SIN NOMBRE"	"VENUSTIANO CARRANZA"	"0 a 5 personas"	"19.420304"	"-97.007702"
"CONSULTORIO MÉDICO SIN NOMBRE"	"MONTEVIDEO"	"0 a 5 personas"	"17.99171"	"-94.562019"
"SALUD PARA TODOS SUC 1291 LA ISLA"	"MIGUEL HIDALGO"	"0 a 5 personas"	"18.025772"	"-95.529921"
"CONSULTORIO MÉDICO SIN NOMBRE"	"GENERAL MARIANO MATAMOROS NORTE"	"0 a 5 personas"	"19.04802"	"-96.420646"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"MELCHOR OCAMPO"	"0 a 5 personas"	"19.452994"	"-96.961255"
"CONSULTORIO MÉDICO CIRUJANO SIN NOMBRE"	"9 SUR"	"0 a 5 personas"	"19.148849"	"-96.960413"
"CONSULTORIO MÉDICO CHICONQUIACO"	"IGNACIO ZARAGOZA"	"0 a 5 personas"	"19.741544"	"-96.819552"
"CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO"	"CORONADO"	"0 a 5 personas"	"19.928831"	"-96.852329"
"HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR NÚMERO 35"	"MIGUEL ALEMÁN"	"251 y más pers"	"18.365006"	"-95.78288"
"CONSULTORIO MÉDICO"	"CRISTÓBAL COLÓN"	"0 a 5 personas"	"18.143129"	"-94.411988"
"DIRECCIÓN DE SALUD SIN NOMBRE"	"MORELOS"	"0 a 5 personas"	"17.995648"	"-94.63815"
"CONSULTORIO MÉDICO SIN NOMBRE"	"INDEPENDENCIA"	"0 a 5 personas"	"19.353037"	"-96.563846"
"UNIDAD MEDICA FAMILIAR"	"CAMINO SUMIDERO"	"0 a 5 personas"	"19.55194"	"-96.894379"
"CONSULTORIO GENERAL SIN NOMBRE"	"5 DE MAYO"	"0 a 5 personas"	"19.929027"	"-96.853241"
"CONSULTORIO MÉDICO GENERAL"	"XALAPA"	"0 a 5 personas"	"19.543301"	"-96.927653"
